report_date,governorate,city,longitude,latitude,issue_type,report_headline,report_detail,text_length,report_category,proximity_to_service,repetition_flag,report_truth
2025-05-01,Giza,Haram,31.275899,29.960499,water,Medical Emergency,"Someone collapsed on Street 59, we need an ambulance now.",75,citizen,1,0,Out_of_scope
2025-04-13,Luxor,Esna,32.716772,25.646321,waste_garbage,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2025-05-29,Luxor,Karnak,32.682378,25.64627,telecom,No Internet,I heard rumors about the entire building at Building 34 has no internet since yesterday. but I have not seen it myself.,131,citizen,0,0,False
2025-12-12,Qalyubia,Shubra El Kheima,31.174509,30.289766,telecom,!!! CRITICAL !!! - Signal Loss,CRITICAL!! A cable appears to have been cut near Street 10. No one is answering the phone.,121,citizen,1,0,Emergency
2025-12-19,Ismailia,El Qantara,32.202882,30.582893,electricity,[Follow-up] Transformer Explosion,Resubmitting my complaint about The electricity has been out at Building 68 for hours.,120,citizen,1,1,Repeated
2025-08-20,Gharbia,El Santa,31.102932,30.875281,telecom,[Follow-up] Phone Line Dead,Resubmitting my complaint about The entire building at Building 12 has no internet since yesterday.,127,citizen,1,1,Repeated
2025-12-24,Gharbia,Kafr El Zayat,31.071209,30.931487,electricity,Marriage Certificate Request,Where can I get a copy of my marriage certificate?,79,citizen,1,0,Out_of_scope
2025-06-19,Sharqia,Belbeis,31.55911,30.649921,waste_garbage,!!! FIRE !!! - Dead Animal,FIRE!! Illegal dumping of construction waste near Building 65. This is a total mess.,111,citizen,0,0,Emergency
2025-09-29,Cairo,Downtown Cairo,31.284061,29.969051,waste_garbage,Dead Animal,Trash has not been collected from Street 88 for a week.,67,citizen,1,0,True
2025-10-08,Giza,Mohandessin,31.241447,30.022612,gas_issue,[Follow-up] Gas Smell,Following up on my previous report about The main gas meter is making a loud whistling sound.,115,business,1,1,Repeated
2025-07-06,Ismailia,El Qantara,32.276144,30.602101,telecom,Phone Line Dead,The entire building at Building 22 has no internet since yesterday.,83,citizen,1,0,True
2026-04-08,Aswan,Edfu,32.867322,24.161229,telecom,No Internet,Mobile signal is completely lost in the Street 115 area. The building is shaking and cracking. This is a total mess.,128,citizen,1,0,Emergency
2025-05-10,Sohag,Akhmim,31.718547,26.576777,water,Check this,Water pressure ,26,citizen,1,0,Unclear
2025-04-09,Minya,Abu Qurqas,30.680794,28.170853,waste_garbage,[Follow-up] Health Hazard Waste,This is the second time I am reporting Mountains of waste blocking the pavement on Street 57.,125,citizen,1,1,Repeated
2025-04-24,Luxor,Luxor City,32.650516,25.634883,gas_issue,!!! CRITICAL !!! - Gas Smell,"CRITICAL!! Low gas pressure, the heater is not working. The whole street is blocked.",113,citizen,0,0,Emergency
2026-03-07,Ismailia,Abu Sultan,32.251778,30.659848,telecom,Cable Cut,The entire building at Building 79 has no internet since yesterday. Children and elderly people are trapped inside.,125,citizen,1,0,Emergency
2025-10-08,Dakahlia,El Gamalia,31.422276,30.968779,electricity,Broken Street Light,Someone told me there is a technical failure in the 500kva transformer near Building 70. but the workers said it was already fixed.,151,business,0,0,False
2025-10-29,Giza,Faisal,31.166753,30.052844,electricity,Frequent Voltage Drops,Power surges are damaging appliances in the whole building.,82,citizen,1,0,True
2026-01-11,Alexandria,Downtown Alexandria,29.881022,31.182193,waste_garbage,School Enrollment Question,I want to know how to enroll my child in the nearby school.,86,citizen,1,0,Out_of_scope
2026-03-23,Sharqia,Zagazig,31.53104,30.618522,gas_issue,Gas Smell,"I think there might be low gas pressure, the heater is not working. but the workers said it was already fixed.",120,citizen,1,0,False
2026-02-13,Aswan,Kom Ombo,32.883257,24.039289,road_damage,test report,help,16,citizen,1,0,Unclear
2026-01-14,Giza,6th of October City,31.130214,29.98057,gas_issue,!!! FIRE !!! - Valve Damage,FIRE!! Neighbors are evacuating due to the strong gas odor.,87,business,1,0,Emergency
2025-12-25,Cairo,Downtown Cairo,31.188542,30.023194,electricity,Electric Sparking,The electricity has been out at Building 3 for hours. The whole street is blocked.,100,citizen,1,0,True
2025-09-25,Qalyubia,Khusus,31.142213,30.253465,waste_garbage,[Follow-up] Trash Accumulation,Resubmitting my complaint about Trash has not been collected from Street 122 for a week.,119,citizen,1,1,Repeated
2025-09-25,Ismailia,El Qantara,32.205526,30.572292,telecom,No Internet,A cable appears to have been cut near Street 75.,60,business,0,0,True
2025-10-30,Qalyubia,Banha,31.158252,30.373029,water,[Follow-up] Burst Pipe,"Following up on my previous report about Water pressure is extremely low, nothing comes from the tap.",124,citizen,1,1,Repeated
2025-09-07,Gharbia,Kafr El Zayat,31.051782,30.921298,electricity,...,A technical fai,19,citizen,1,0,Unclear
2026-01-31,Qalyubia,Khusus,31.186522,30.369905,electricity,Power Outage,Power surges are damaging appliances in the whole building. People are suffocating and cannot breathe. Please help quickly!,136,business,1,0,Emergency
2025-07-22,Suez,Ain Sokhna,32.617315,29.936792,gas_issue,Valve Damage,Neighbors are evacuating due to the strong gas odor.,65,citizen,1,0,True
2025-12-23,Suez,Suez City,32.51037,29.944422,telecom,[Follow-up] Phone Line Dead,This is the second time I am reporting The entire building at Building 18 has no internet since yesterday.,134,citizen,1,1,Repeated
2025-05-21,Cairo,Heliopolis,31.235229,30.077917,electricity,!!! URGENT !!! - Power Outage,URGENT!! A technical failure in the 500kVA transformer near Building 3.,101,citizen,0,0,Emergency
2025-08-05,Cairo,Nasr City,31.171051,30.026114,electricity,Broken Street Light,The electricity has been out at Building 42 for hours.,74,citizen,1,0,True
2025-09-17,Minya,Beni Mazar,30.755892,28.166911,road_damage,Large Pothole,A large pothole on Street 13 is damaging vehicles. Immediate danger — residents are evacuating.,109,business,1,0,Emergency
2025-09-10,Alexandria,Montazah,29.97946,31.173019,road_damage,Damaged Pavement,A friend said he saw road is flooded and completely impassable near Building 54. but I have not seen it myself.,128,citizen,0,0,False
2025-11-07,Alexandria,Montazah,29.842187,31.195157,water,...,idk,7,citizen,0,0,Unclear
2026-02-18,Ismailia,Abu Sultan,32.276985,30.526372,waste_garbage,Dead Animal,Someone told me there is the garbage smell is unbearable and attracting insects. but the workers said it was already fixed.,135,citizen,0,0,False
2025-09-09,Sohag,Akhmim,31.753547,26.542821,road_damage,Road Collapse,A large pothole on Street 4 is damaging vehicles.,63,citizen,0,0,True
2025-04-19,Giza,Imbaba,31.274501,29.998264,waste_garbage,Health Hazard Waste,A friend said he saw mountains of waste blocking the pavement on Street 147. though everything looks fine from outside.,139,citizen,1,0,False
2025-11-24,Ismailia,Ismailia City,32.293752,30.549411,waste_garbage,!!! CRITICAL !!! - Garbage Pile,CRITICAL!! Trash has not been collected from Street 145 for a week. Please help quickly!,120,citizen,1,0,Emergency
2025-10-08,Suez,El Arbaeen,32.570327,29.985748,telecom,I don't know,The entire buil,28,citizen,0,0,Unclear
2026-01-06,Giza,Haram,31.242904,30.059213,water,Request for Financial Aid,"I need financial assistance, I cannot afford rent this month.",87,citizen,1,0,Out_of_scope
2026-02-14,Luxor,Karnak,32.623748,25.652874,water,Traffic Accident Report,"A car accident occurred at Street 58, need police assistance.",85,citizen,1,0,Out_of_scope
2025-06-20,Luxor,Armant,32.684603,25.717503,water,Construction Permit Question,How do I get a permit to renovate my flat at Building 52?,86,citizen,1,0,Out_of_scope
2026-02-18,Dakahlia,El Gamalia,31.421246,31.022423,road_damage,Damaged Pavement,Part of the road near Building 18 has completely collapsed. Children and elderly people are trapped inside.,124,citizen,1,0,Emergency
2025-04-25,Giza,Haram,31.262503,30.055839,water,Water Leak,Main supply line is leaking heavily near the valve. It has been like this for two days.,98,citizen,0,0,True
2025-04-25,Red Sea,Hurghada,33.758389,27.318781,electricity,Electric Sparking,A friend said he saw power surges are damaging appliances in the whole building. I could be wrong about this.,127,citizen,1,0,False
2025-05-18,Cairo,Zamalek,31.287186,30.09359,road_damage,???,The pavement is,19,citizen,1,0,Unclear
2025-09-28,Aswan,Edfu,32.936161,24.072838,electricity,Lost Pet,My cat has been missing since yesterday near Building 33.,66,citizen,1,0,Out_of_scope
2025-12-22,Luxor,Luxor City,32.612094,25.639614,electricity,Power Outage,A technical failure in the 500kVA transformer near Building 78. The whole street is blocked.,105,citizen,1,0,True
2025-08-13,Ismailia,El Qantara,32.199467,30.579099,water,No Water Supply,The water smells terrible and is brown in color.,64,citizen,1,0,True
2026-01-27,Qalyubia,Qalyub,31.278702,30.263855,road_damage,Large Pothole,I am not sure but maybe a large pothole on Street 55 is damaging vehicles. although my neighbor disagrees.,120,citizen,0,0,False
2025-12-25,Gharbia,Tanta,31.018614,30.916117,electricity,Broken Street Light,Power surges are damaging appliances in the whole building.,79,citizen,1,0,True
2025-12-20,Luxor,Armant,32.671718,25.616698,road_damage,...,A large pothole,19,citizen,1,0,Unclear
2025-09-16,Alexandria,Smouha,29.848296,31.267724,road_damage,Road Collapse,Road is flooded and completely impassable near Building 41. The situation is critical and life-threatening.,121,citizen,1,0,Emergency
2026-01-08,Suez,Ain Sokhna,32.490367,29.999496,road_damage,Check this,not sure,19,business,1,0,Unclear
2025-08-02,Suez,Ain Sokhna,32.503976,29.943189,water,No Water Supply,"Water pressure is extremely low, nothing comes from the tap. No one is answering the phone.",107,citizen,1,0,True
2026-01-24,Gharbia,Kafr El Zayat,31.083065,30.856301,waste_garbage,Illegal Dumping,Dead carcass in the middle of the road causing a health risk.,77,citizen,0,0,True
2025-06-02,Sharqia,Zagazig,31.464767,30.557438,road_damage,Damaged Pavement,Road is flooded and completely impassable near Building 40.,76,citizen,0,0,True
2026-03-05,Sohag,Sohag City,31.695697,26.60425,electricity,Frequent Voltage Drops,"Live wires are exposed on the pole near Street 41. Fix it ASAP, we can't live like this.",111,citizen,1,0,True
2025-10-28,Luxor,Armant,32.589321,25.753264,waste_garbage,Health Hazard Waste,Mountains of waste blocking the pavement on Street 148. The whole street is blocked.,104,citizen,1,0,True
2025-05-08,Alexandria,El Mandara,29.991481,31.137888,waste_garbage,Illegal Dumping,I think there might be the garbage smell is unbearable and attracting insects. but the workers said it was already fixed.,137,citizen,0,0,False
2026-01-14,Qalyubia,Khusus,31.231224,30.251134,gas_issue,Construction Permit Question,How do I get a permit to renovate my flat at Building 38?,86,citizen,1,0,Out_of_scope
2026-01-09,Ismailia,El Qantara,32.296935,30.61962,electricity,Electric Sparking,"Power surges are damaging appliances in the whole building. Fix it ASAP, we can't live like this.",115,citizen,1,0,True
2025-11-04,Dakahlia,El Gamalia,31.405482,30.96294,gas_issue,Gas Leak,"Low gas pressure, the heater is not working.",53,business,1,0,True
2025-10-03,Qalyubia,Khusus,31.194572,30.28108,water,Water Leak,Main supply line is leaking heavily near the valve. We are suffering badly.,86,citizen,1,0,True
2026-01-09,Sharqia,Belbeis,31.551582,30.649246,road_damage,Large Pothole,I am not sure but maybe road is flooded and completely impassable near Building 47. but the workers said it was already fixed.,140,citizen,0,0,False
2026-02-04,Minya,Minya City,30.733859,28.158564,telecom,!!! URGENT !!! - Cable Cut,URGENT!! A cable appears to have been cut near Street 62. Everything is broken.,106,citizen,1,0,Emergency
2025-09-15,Sharqia,Abu Hammad,31.504013,30.510631,electricity,Frequent Voltage Drops,Live wires are exposed on the pole near Street 41.,73,citizen,1,0,True
2025-10-06,Cairo,Downtown Cairo,31.212044,30.086126,telecom,No Internet,Someone told me there is the telephone landline has been dead for three days. I could be wrong about this.,118,citizen,0,0,False
2025-08-11,Dakahlia,Mit Ghamr,31.332981,31.060355,water,No Water Supply,"Water pressure is extremely low, nothing comes from the tap. We are suffering badly.",100,citizen,1,0,True
2026-01-12,Qalyubia,Khusus,31.1736,30.286675,water,Contaminated Water,"Water pressure is extremely low, nothing comes from the tap.",79,citizen,1,1,True
2025-06-30,Luxor,Karnak,32.697502,25.752912,telecom,Cable Cut,A friend said he saw mobile signal is completely lost in the Street 15 area. but the workers said it was already fixed.,129,citizen,0,0,False
2025-08-16,Aswan,Daraw,32.902544,24.061578,gas_issue,...,Construction wo,19,citizen,1,0,Unclear
2026-01-31,Red Sea,Ras Gharib,33.84439,27.336911,waste_garbage,Illegal Dumping,Trash has not been collected from Street 138 for a week. This is a total mess.,94,citizen,0,0,True
2025-05-02,Giza,Dokki,31.243858,30.017058,water,Sewage Overflow,Main supply line is leaking heavily near the valve. This is a total mess.,89,citizen,1,0,True
2025-05-11,Suez,El Arbaeen,32.569152,30.02094,electricity,Transformer Explosion,The electricity has been out at Building 19 for hours. The structure looks like it may collapse.,118,citizen,1,0,Emergency
2026-02-06,Red Sea,Marsa Alam,33.771749,27.19523,water,No Water Supply,Main supply line is leaking heavily near the valve. The situation is critical and life-threatening.,115,citizen,1,0,Emergency
2025-10-16,Alexandria,Montazah,29.885092,31.244355,water,Check this,help,15,citizen,1,0,Unclear
2025-05-04,Dakahlia,Mansoura,31.32045,30.962011,water,[Follow-up] Water Leak,Resubmitting my complaint about Sewage water is flooding the entrance of Street 93.,106,citizen,1,1,Repeated
2025-08-01,Alexandria,Smouha,29.865874,31.188175,road_damage,[Follow-up] Road Collapse,I reported this before but it was not fixed: Part of the road near Building 48 has completely collapsed.,130,citizen,1,1,Repeated
2026-02-08,Red Sea,Hurghada,33.746497,27.267871,gas_issue,!!! FIRE !!! - Gas Smell,FIRE!! Construction work may have damaged a pipe on Street 28.,87,citizen,1,0,Emergency
2025-05-17,Suez,El Arbaeen,32.514323,30.042591,waste_garbage,Health Hazard Waste,Dead carcass in the middle of the road causing a health risk. The situation is critical and life-threatening.,129,citizen,1,0,Emergency
2025-12-05,Sohag,Girga,31.73034,26.618199,water,Sewage Overflow,Someone told me there is a 4-inch diameter pipe burst in front of Building 11. I could be wrong about this.,123,citizen,0,0,False
2025-07-30,Giza,Haram,31.266995,29.939392,water,[Follow-up] Water Leak,Following up on my previous report about A 4-inch diameter pipe burst in front of Building 54.,117,citizen,1,1,Repeated
2025-06-21,Luxor,Karnak,32.703458,25.703286,telecom,[Follow-up] Signal Loss,I reported this before but it was not fixed: The entire building at Building 30 has no internet since yesterday.,136,citizen,1,1,Repeated
2026-01-15,Aswan,Daraw,32.826519,24.092794,telecom,Signal Loss,The entire building at Building 47 has no internet since yesterday. The situation is critical and life-threatening.,127,citizen,1,0,Emergency
2026-04-08,Qalyubia,Banha,31.139322,30.292433,waste_garbage,Illegal Dumping,Mountains of waste blocking the pavement on Street 119.,71,business,1,0,True
2025-04-22,Aswan,Edfu,32.935968,24.068472,water,Contaminated Water,I am not sure but maybe the water smells terrible and is brown in color. though everything looks fine from outside.,134,citizen,0,0,False
2025-07-11,Gharbia,El Santa,31.020247,30.826905,waste_garbage,Garbage Pile,Dead carcass in the middle of the road causing a health risk.,74,citizen,1,0,True
2026-02-15,Sohag,Tahta,31.740533,26.631302,telecom,test report,idk,15,citizen,0,0,Unclear
2025-09-29,Gharbia,Kafr El Zayat,31.063694,30.810495,electricity,I don't know,A technical fai,28,citizen,0,0,Unclear
2025-05-09,Red Sea,Hurghada,33.783919,27.279649,gas_issue,Gas Smell,The main gas meter is making a loud whistling sound.,62,citizen,1,0,True
2026-03-02,Sohag,Girga,31.664828,26.61123,waste_garbage,Dead Animal,Mountains of waste blocking the pavement on Street 2.,65,citizen,1,0,True
2025-07-24,Suez,El Arbaeen,32.537784,29.933926,telecom,No Internet,The telephone landline has been dead for three days.,64,citizen,1,0,True
2025-05-14,Luxor,Esna,32.590225,25.689667,waste_garbage,!!! EXPLOSION !!! - Illegal Dumping,EXPLOSION!! The garbage smell is unbearable and attracting insects.,103,citizen,0,0,Emergency
2025-06-14,Ismailia,Abu Sultan,32.243909,30.556257,gas_issue,Lost Pet,My cat has been missing since yesterday near Building 65.,66,citizen,0,0,Out_of_scope
2025-12-20,Qalyubia,Khusus,31.204605,30.367489,waste_garbage,Noise Complaint,Neighbors are making too much noise late at night at Building 4.,80,citizen,1,1,Out_of_scope
2026-02-26,Suez,Ain Sokhna,32.473146,29.957814,water,No Water Supply,"Water pressure is extremely low, nothing comes from the tap. I see fire and thick smoke.",104,citizen,1,0,Emergency
2025-09-05,Suez,Ataka,32.492985,29.984281,electricity,!!! URGENT !!! - Frequent Voltage Drops,URGENT!! Live wires are exposed on the pole near Street 87.,99,citizen,1,0,Emergency
2025-04-29,Sohag,Girga,31.757555,26.50701,telecom,Signal Loss,Someone told me there is the entire building at Building 10 has no internet since yesterday. but I have not seen it myself.,135,citizen,1,0,False
2026-04-08,Dakahlia,Mansoura,31.339734,31.051056,telecom,test report,idk,15,citizen,0,0,Unclear
2025-08-30,Gharbia,El Santa,31.04638,30.831044,water,[Follow-up] Burst Pipe,Resubmitting my complaint about Main supply line is leaking heavily near the valve.,106,citizen,1,1,Repeated
2025-11-29,Red Sea,Marsa Alam,33.885225,27.320294,gas_issue,[Follow-up] Gas Smell,"Resubmitting my complaint about Low gas pressure, the heater is not working.",98,citizen,1,1,Repeated
2025-12-13,Dakahlia,Mit Ghamr,31.435167,31.027914,water,No Water Supply,"Main supply line is leaking heavily near the valve. Immediate danger — residents are evacuating. Fix it ASAP, we can't live like this.",150,citizen,1,0,Emergency
2025-12-15,Red Sea,Marsa Alam,33.841667,27.29755,gas_issue,Gas Smell,"Someone told me there is low gas pressure, the heater is not working. but I have not seen it myself.",110,citizen,0,0,False
2026-01-27,Cairo,Shubra,31.296746,30.073213,telecom,Signal Loss,Someone told me there is the telephone landline has been dead for three days. I could be wrong about this.,118,citizen,0,0,False
2025-08-02,Sohag,Girga,31.630068,26.542918,water,Burst Pipe,A 4-inch diameter pipe burst in front of Building 26.,64,business,1,0,True
2025-09-29,Dakahlia,Mit Ghamr,31.311519,31.056915,gas_issue,Gas Smell,A very strong smell of gas detected at Building 16.,61,citizen,0,0,True
2025-04-11,Ismailia,Ismailia City,32.233359,30.535648,waste_garbage,[Follow-up] Garbage Pile,This is the second time I am reporting Mountains of waste blocking the pavement on Street 148.,119,citizen,1,1,Repeated
2025-07-19,Alexandria,Montazah,29.997435,31.208705,telecom,asdfgh,help,11,business,1,0,Unclear
2025-12-16,Sohag,Akhmim,31.721864,26.619311,electricity,Power Outage,Repeated outages every night since last week at Street 94. Please help quickly!,92,citizen,1,0,True
2025-04-15,Alexandria,El Mandara,29.923989,31.173768,water,No Water Supply,A friend said he saw main supply line is leaking heavily near the valve. but I have not seen it myself.,119,citizen,0,0,False
2025-05-27,Sohag,Akhmim,31.731095,26.61792,gas_issue,Gas Leak,The main gas meter is making a loud whistling sound. Children and elderly people are trapped inside.,109,citizen,1,1,Emergency
2026-01-07,Ismailia,Abu Sultan,32.322467,30.648834,gas_issue,Check this,The main gas me,26,citizen,1,0,Unclear
2025-05-17,Aswan,Daraw,32.858247,24.147695,waste_garbage,[Follow-up] Health Hazard Waste,"Still not resolved, I reported this last week: Mountains of waste blocking the pavement on Street 11.",133,citizen,1,1,Repeated
2025-11-08,Sharqia,Zagazig,31.514729,30.638854,gas_issue,Pressure Drop,Construction work may have damaged a pipe on Street 94. Immediate danger — residents are evacuating.,114,citizen,0,0,Emergency
2025-06-09,Dakahlia,El Gamalia,31.397103,31.054871,waste_garbage,Garbage Pile,Trash has not been collected from Street 91 for a week. No one is answering the phone.,99,citizen,1,0,True
2025-08-24,Cairo,Maadi,31.190872,30.083571,road_damage,Construction Permit Question,How do I get a permit to renovate my flat at Building 8?,85,citizen,1,0,Out_of_scope
2025-12-09,Red Sea,Ras Gharib,33.848936,27.297632,waste_garbage,Illegal Dumping,Trash has not been collected from Street 38 for a week. Immediate danger — residents are evacuating. Everything is broken.,138,citizen,0,0,Emergency
2025-08-16,Cairo,Heliopolis,31.198903,30.094348,road_damage,Road Collapse,A large pothole on Street 32 is damaging vehicles. Everything is broken.,86,citizen,1,0,True
2026-01-13,Sharqia,Zagazig,31.475737,30.563788,waste_garbage,Dead Animal,Trash has not been collected from Street 20 for a week.,67,citizen,0,0,True
2025-06-27,Minya,Minya City,30.718716,28.126317,telecom,[Follow-up] No Internet,I reported this before but it was not fixed: A cable appears to have been cut near Street 85.,117,citizen,1,1,Repeated
2025-11-10,Dakahlia,Mit Ghamr,31.316468,31.005245,gas_issue,Suspected Gas Explosion,Neighbors are evacuating due to the strong gas odor. Immediate danger — residents are evacuating.,121,business,1,0,Emergency
2025-10-17,Alexandria,Smouha,29.850591,31.197641,waste_garbage,Trash Accumulation,Dead carcass in the middle of the road causing a health risk. The structure looks like it may collapse.,122,citizen,1,0,Emergency
2026-01-27,Suez,Ain Sokhna,32.509233,29.934385,telecom,Cable Cut,A cable appears to have been cut near Street 100.,59,citizen,0,0,True
2026-01-21,Aswan,Daraw,32.882063,24.070025,electricity,Frequent Voltage Drops,"Repeated outages every night since last week at Street 86. Fix it ASAP, we can't live like this.",119,business,1,0,True
2025-12-01,Cairo,Downtown Cairo,31.266632,30.001693,electricity,[Follow-up] Transformer Explosion,This is the second time I am reporting Repeated outages every night since last week at Street 49.,131,citizen,1,1,Repeated
2025-10-21,Ismailia,Abu Sultan,32.244712,30.582593,water,[Follow-up] No Water Supply,Resubmitting my complaint about Main supply line is leaking heavily near the valve.,111,citizen,1,1,Repeated
2025-05-20,Luxor,Esna,32.560596,25.723233,gas_issue,[Follow-up] Pressure Drop,"Following up on my previous report about Low gas pressure, the heater is not working.",111,citizen,1,1,Repeated
2025-05-23,Giza,Haram,31.283677,29.942904,water,Contaminated Water,The water smells terrible and is brown in color. Please help quickly!,88,citizen,1,1,True
2025-12-30,Dakahlia,Mit Ghamr,31.309887,31.111577,gas_issue,Pressure Drop,The main gas meter is making a loud whistling sound. The building is shaking and cracking.,104,citizen,1,0,Emergency
2025-10-08,Suez,El Arbaeen,32.475253,29.961344,telecom,Phone Line Dead,I heard rumors about the telephone landline has been dead for three days. but I have not seen it myself.,120,citizen,0,0,False
2025-08-12,Red Sea,El Gouna,33.887681,27.336996,electricity,Power Outage,A technical failure in the 500kVA transformer near Building 22.,76,citizen,1,0,True
2025-11-01,Ismailia,El Qantara,32.258096,30.59208,road_damage,Damaged Pavement,I heard rumors about part of the road near Building 46 has completely collapsed. though everything looks fine from outside.,140,citizen,1,0,False
2026-02-28,Suez,El Arbaeen,32.52821,29.934637,telecom,[Follow-up] Phone Line Dead,This is the second time I am reporting A cable appears to have been cut near Street 22.,115,citizen,1,1,Repeated
2026-03-17,Qalyubia,Banha,31.161633,30.295194,road_damage,!!! EXPLOSION !!! - Damaged Pavement,EXPLOSION!! The pavement is cracked and very dangerous for pedestrians. Please help quickly!,129,business,1,0,Emergency
2025-10-06,Cairo,Zamalek,31.243155,30.117578,electricity,Frequent Voltage Drops,Live wires are exposed on the pole near Street 85. We are suffering badly.,97,citizen,1,0,True
2025-05-31,Giza,Haram,31.157155,29.969111,telecom,I don't know,test,17,citizen,1,0,Unclear
2025-07-02,Suez,Suez City,32.498525,29.930229,road_damage,Request for Financial Aid,"I need financial assistance, I cannot afford rent this month.",87,citizen,1,0,Out_of_scope
2025-12-05,Gharbia,El Santa,31.027949,30.853223,water,Water Leak,"Water pressure is extremely low, nothing comes from the tap. It has been like this for two days.",107,business,1,0,True
2025-05-18,Ismailia,Fayed,32.193629,30.635748,electricity,Electric Sparking,Live wires are exposed on the pole near Street 101.,69,citizen,1,0,True
2026-01-14,Giza,Dokki,31.153003,30.068028,waste_garbage,test report,...,15,citizen,1,0,Unclear
2026-01-02,Sharqia,10th of Ramadan City,31.521007,30.602357,electricity,I don't know,Live wires are ,28,business,1,0,Unclear
2026-03-09,Giza,6th of October City,31.176001,30.04093,telecom,Cable Cut,The telephone landline has been dead for three days. This is a total mess.,84,citizen,1,0,True
2025-08-25,Suez,Ain Sokhna,32.511511,29.886874,telecom,Cable Cut,Mobile signal is completely lost in the Street 122 area. The whole street is blocked.,95,citizen,1,0,True
2025-04-09,Qalyubia,Banha,31.20104,30.353547,electricity,Frequent Voltage Drops,A technical failure in the 500kVA transformer near Building 41.,86,citizen,1,0,True
2025-10-08,Cairo,Downtown Cairo,31.197572,30.103076,water,test report,Sewage water is,27,citizen,1,0,Unclear
2026-02-07,Aswan,Kom Ombo,32.938835,24.115946,electricity,Broken Street Light,Live wires are exposed on the pole near Street 147.,71,citizen,1,0,True
2025-05-16,Luxor,Karnak,32.565167,25.64807,waste_garbage,I don't know,Dead carcass in,28,citizen,1,1,Unclear
2025-08-01,Luxor,Esna,32.701355,25.672817,telecom,No Internet,Mobile signal is completely lost in the Street 134 area.,68,citizen,1,1,True
2025-08-31,Giza,Haram,31.130552,30.049036,road_damage,Flooded Road,Part of the road near Building 73 has completely collapsed. The whole street is blocked.,101,citizen,1,0,True
2025-12-10,Gharbia,Kafr El Zayat,31.014068,30.797634,road_damage,Flooded Road,I am not sure but maybe part of the road near Building 20 has completely collapsed. though everything looks fine from outside.,139,citizen,0,0,False
2026-01-21,Aswan,Kom Ombo,32.916416,24.016139,gas_issue,Valve Damage,I am not sure but maybe the main gas meter is making a loud whistling sound. but I have not seen it myself.,120,citizen,0,0,False
2026-01-20,Dakahlia,El Gamalia,31.335688,31.036751,telecom,[Follow-up] Signal Loss,This is the second time I am reporting Mobile signal is completely lost in the Street 28 area.,118,citizen,1,1,Repeated
2025-11-12,Giza,Mohandessin,31.213674,30.025301,telecom,No Internet,A cable appears to have been cut near Street 49.,60,citizen,1,0,True
2026-03-09,Sohag,Tahta,31.700376,26.629165,telecom,Signal Loss,The telephone landline has been dead for three days. This is a total mess.,86,citizen,1,0,True
2025-08-27,Red Sea,El Gouna,33.811563,27.218873,road_damage,test report,The pavement is,27,citizen,1,0,Unclear
2025-12-10,Luxor,Luxor City,32.675285,25.622395,water,No Water Supply,The water smells terrible and is brown in color. Immediate danger — residents are evacuating. We are suffering badly.,133,citizen,1,0,Emergency
2025-10-28,Minya,Beni Mazar,30.737271,28.16908,water,Contaminated Water,Main supply line is leaking heavily near the valve. We are suffering badly.,94,business,1,0,True
2026-02-25,Red Sea,Marsa Alam,33.810556,27.245878,road_damage,[Follow-up] Damaged Pavement,Resubmitting my complaint about Part of the road near Building 48 has completely collapsed.,120,citizen,1,1,Repeated
2025-09-23,Aswan,Daraw,32.975722,24.122963,electricity,[Follow-up] Frequent Voltage Drops,I reported this before but it was not fixed: Power surges are damaging appliances in the whole building.,139,citizen,1,1,Repeated
2025-09-05,Dakahlia,Mansoura,31.40182,31.05997,waste_garbage,!!! EXPLOSION !!! - Illegal Dumping,EXPLOSION!! Illegal dumping of construction waste near Building 61.,103,citizen,1,0,Emergency
2026-03-03,Gharbia,Kafr El Zayat,31.082537,30.911396,gas_issue,Lost Pet,My cat has been missing since yesterday near Building 28.,66,citizen,1,0,Out_of_scope
2025-12-20,Sharqia,Abu Hammad,31.446858,30.624632,water,[Follow-up] Water Leak,This is the second time I am reporting Main supply line is leaking heavily near the valve.,113,citizen,1,1,Repeated
2026-03-07,Dakahlia,Talkha,31.348437,30.991026,waste_garbage,Dead Animal,The garbage smell is unbearable and attracting insects.,67,business,1,0,True
2025-08-31,Suez,El Arbaeen,32.561641,30.024615,water,???,The water smell,19,citizen,1,0,Unclear
2025-07-05,Minya,Minya City,30.794772,28.060406,waste_garbage,Medical Emergency,"Someone collapsed on Street 111, we need an ambulance now.",76,citizen,1,0,Out_of_scope
2025-04-16,Ismailia,Fayed,32.302909,30.541122,road_damage,[Follow-up] Flooded Road,Following up on my previous report about The pavement is cracked and very dangerous for pedestrians.,125,citizen,1,1,Repeated
2026-01-17,Cairo,Downtown Cairo,31.307782,30.026874,telecom,No Internet,The entire building at Building 52 has no internet since yesterday. We are suffering badly.,103,citizen,1,0,True
2025-06-05,Suez,Ataka,32.585947,29.979016,telecom,Cable Cut,I heard rumors about mobile signal is completely lost in the Street 66 area. although my neighbor disagrees.,118,citizen,0,0,False
2025-12-28,Gharbia,Kafr El Zayat,31.046756,30.897512,electricity,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
